Prob_Default,Risk_Level
0.10037950411674111,Low
0.09503132650565722,Low
0.015502777224369723,Low
0.023071059009904336,Low
0.12546691428182,Low
0.27292190671507777,Low
0.011200288181191771,Low
0.23804475771990988,Low
0.023364943071554973,Low
0.013188871101531293,Low
0.14926142578108909,Low
0.015496448718739404,Low
0.021333584573399702,Low
0.01305494262031522,Low
0.18447999793166267,Low
0.01287332875350521,Low
0.03420218806827492,Low
0.8043102551737994,High
0.17535011324733146,Low
0.049363302304610474,Low
0.11004406875655515,Low
0.0330057867695721,Low
0.027809970513540148,Low
0.019200895674903,Low
0.047319840631875366,Low
0.017269581998403213,Low
0.08131675957991377,Low
0.027232235761633767,Low
0.40592100596166664,Medium
0.020048379365180703,Low
0.1831619785782198,Low
0.05924504752346614,Low
0.10370933523404016,Low
0.10431577974978265,Low
0.0603218713805407,Low
0.015303142564806589,Low
0.043310739379114616,Low
0.014623160778111493,Low
0.014006112862691007,Low
0.0231610068572976,Low
0.03970093649961329,Low
0.10815885961741989,Low
0.022509519690269042,Low
0.04580536156210299,Low
0.2072144254643078,Low
0.01768999952586732,Low
0.091543270124349,Low
0.03010698647923227,Low
0.011293263491233883,Low
0.026862269799833215,Low
0.013540827192931268,Low
0.19191417568569913,Low
0.019642221556380412,Low
0.4418258616846275,Medium
0.030712709970230755,Low
0.015734272253199472,Low
0.06359430268627671,Low
0.04555209602865129,Low
0.0625126840370183,Low
0.02299199250399496,Low
0.03943619624069557,Low
0.2903880711804842,Low
0.02371124654724006,Low
0.19111917530835176,Low
0.016183874986331996,Low
0.0033938781259846627,Low
0.024154085239647512,Low
0.0214060666836662,Low
0.10802148203571647,Low
0.022976899963661025,Low
0.023945321325166587,Low
0.09651909828423935,Low
0.03878918140715837,Low
0.019302688338964227,Low
0.06196865051105393,Low
0.007540753192027877,Low
0.5970413625335741,Medium
0.09590944801546525,Low
0.05116641581816103,Low
0.03296831142044176,Low
0.05973912564935055,Low
0.07423159766556328,Low
0.016396723470931823,Low
0.05689786900010877,Low
0.03146064239125254,Low
0.01155385850012091,Low
0.01424171442833191,Low
0.050042773982759706,Low
0.014281458644368684,Low
0.06610709620260584,Low
0.03674621973759037,Low
0.00838446908078154,Low
0.02563847824865555,Low
0.013477581162114935,Low
0.0391084164661504,Low
0.04888773539486992,Low
0.03190388879686364,Low
0.050818017795508534,Low
0.013965555247868274,Low
0.008837159663309243,Low
0.03238148407758029,Low
0.045879628567364,Low
0.01955517210958963,Low
0.1879647065405194,Low
0.032618724009411314,Low
0.028671072026008788,Low
0.025093788691061023,Low
0.03417612451287849,Low
0.04182193431058026,Low
0.061202980410738184,Low
0.015551909502787642,Low
0.01918433908010473,Low
0.02029404400950362,Low
0.013127243785254799,Low
0.47590022591955594,Medium
0.16049169430289467,Low
0.013821736051116165,Low
0.006835573975146417,Low
0.04691919990437164,Low
0.007737576993726545,Low
0.012193500773309723,Low
0.03196284904901189,Low
0.021279010269713208,Low
0.013433106807479698,Low
0.021421958838171464,Low
0.01984304123114413,Low
0.2157099167328672,Low
0.019640200225808584,Low
0.031129295271039026,Low
0.021911475458638422,Low
0.18859637959991224,Low
0.011379147202952349,Low
0.07673913374583106,Low
0.01370770971187254,Low
0.01621016395666592,Low
0.03304925808048612,Low
0.19332259405769628,Low
0.026914130031607027,Low
0.02472250830294601,Low
0.019849459090378933,Low
0.16448466256913827,Low
0.21015959249176996,Low
0.02628948686818651,Low
0.014351450363584409,Low
0.09429188906934034,Low
0.009849355696400967,Low
0.04809001320687742,Low
0.1688021853206665,Low
0.04770193793588687,Low
0.032661038063407345,Low
0.03466212156429502,Low
0.01769580410138008,Low
0.029849969907010453,Low
0.06699452514257109,Low
0.015004344676574514,Low
0.20272659655801062,Low
0.023019311257606683,Low
0.01955802092894824,Low
0.019724819381698896,Low
0.020951254192743424,Low
0.007160882367127723,Low
0.07249656041496783,Low
0.03645388161563172,Low
0.010172656270367888,Low
0.017322009950997266,Low
0.013584463401705797,Low
0.014254827633548304,Low
0.012719289094242574,Low
0.008703528788894887,Low
0.10273654715529633,Low
0.026232093134744845,Low
0.02588628935903858,Low
0.028546299397889795,Low
0.03886058750314909,Low
0.025037880434287247,Low
0.0242656756093266,Low
0.010956808494236117,Low
0.043433074656304894,Low
0.15214316640690936,Low
0.11655224248494092,Low
0.04942549339515902,Low
0.021472479155488333,Low
0.027782029650014414,Low
0.1896698667363503,Low
0.01778083963768926,Low
0.03390672268845505,Low
0.015968830601415643,Low
0.018407433021578597,Low
0.014831480120907624,Low
0.015195334121151548,Low
0.020504854656696644,Low
0.020626701207530893,Low
0.02487993592033356,Low
0.06350476536799182,Low
0.018040413794769457,Low
0.01318397279405452,Low
0.015372324852680275,Low
0.13521429529382084,Low
0.015849219573301,Low
0.015151741122129546,Low
0.027190591527540307,Low
0.1517631983721783,Low
0.028714658026608757,Low
0.03799226360695024,Low
0.046450638318312615,Low
0.02478255718698471,Low
0.01484907503578136,Low
0.21753171781663538,Low
0.026865355202189873,Low
0.05131309549142409,Low
0.024762623463862557,Low
0.02131291703590643,Low
0.09583137466026553,Low
0.018913682454066365,Low
0.011700368790692597,Low
0.0168821442666242,Low
0.05250012316913692,Low
0.02064242226394867,Low
0.01584100127971623,Low
0.015044668791452411,Low
0.015988582531444195,Low
0.029235634027203354,Low
0.2042466627728975,Low
0.06879538527207628,Low
0.1284363426955738,Low
0.12645354038901552,Low
0.029834281463824327,Low
0.07044750274567833,Low
0.014617464542641534,Low
0.025242067967344996,Low
0.014019092354818777,Low
0.025480947524741022,Low
0.020659045938231434,Low
0.024349229908544455,Low
0.014676870446035698,Low
0.026870503304562157,Low
0.017212735871876453,Low
0.01071173610959764,Low
0.042648766259269014,Low
0.3169287659449067,Medium
0.041303452663475154,Low
0.1374687642944505,Low
0.016170805372765957,Low
0.04557538539119249,Low
0.10284250703017529,Low
0.013319316015122455,Low
0.02116451098273642,Low
0.11422751826464093,Low
0.03183405342501846,Low
0.008749306869980164,Low
0.006260164575225002,Low
0.13062492778702178,Low
0.05130298774122666,Low
0.0164589037074522,Low
0.019101323915446795,Low
0.02157936376580819,Low
0.02094805294036369,Low
0.014902499387210085,Low
0.028299753014909765,Low
0.054519869098688875,Low
0.019317939687148074,Low
0.015062927396162436,Low
0.029576822708716186,Low
0.0303017778516035,Low
0.012230913405190022,Low
0.18513602830812037,Low
0.022466656948000974,Low
0.18027597793540226,Low
0.05718684003411203,Low
0.04868806333125021,Low
0.18352421074554545,Low
0.09826253864030286,Low
0.008402442969653886,Low
0.021408773231514255,Low
0.015013090636793635,Low
0.01903631568471817,Low
0.017893305917562184,Low
0.028006779697946883,Low
0.022808772453885597,Low
0.01736792887547136,Low
0.01964504879987269,Low
0.08524750688940276,Low
0.10723385095545326,Low
0.19141789352478655,Low
0.025199734518300092,Low
0.05686146177897878,Low
0.0157919501639004,Low
0.09828965291814164,Low
0.13529413777011431,Low
0.014422292390991628,Low
0.04512784462880891,Low
0.02391040641952235,Low
0.2779541989098433,Low
0.02233509361874758,Low
0.09030295084140734,Low
0.3093502441242683,Medium
0.07987354113696218,Low
0.3170527743681792,Medium
0.019793267946119925,Low
0.024360737352303288,Low
0.011219972471886682,Low
0.027691280621152725,Low
0.19278055771427421,Low
0.006460134377697593,Low
0.025859695030653437,Low
0.011408127584770354,Low
0.03323120922599362,Low
0.015608956290071184,Low
0.016430261853486422,Low
0.020463886797328506,Low
0.029734886741077434,Low
0.039980889130654534,Low
0.025944515714637115,Low
0.05465404016448739,Low
0.007458553975210343,Low
0.025039678264473238,Low
0.020071187238171556,Low
0.04466201729376875,Low
0.05327431522364342,Low
0.025463611051678124,Low
0.015822161959286554,Low
0.018844538570478075,Low
0.014392973286235308,Low
0.03259456516176987,Low
0.04430245897261282,Low
0.18838699046539484,Low
0.020589139129202665,Low
0.2224203150108429,Low
0.02199113405798963,Low
0.0467688690013505,Low
0.02319148627028731,Low
0.13410025049322846,Low
0.011533097637103007,Low
0.16046427449672362,Low
0.07607273061844406,Low
0.022500851265892494,Low
0.15901380172503587,Low
0.01595952170159978,Low
0.12806646673679373,Low
0.13579781533311067,Low
0.02069223887069678,Low
0.03136210106547547,Low
0.01412178295967087,Low
0.01798866644356538,Low
0.013904043429929031,Low
0.02246217263580019,Low
0.018435361174823316,Low
0.052104972516506,Low
0.025294278230792683,Low
0.10643766471437581,Low
0.05400451669576405,Low
0.01894077751614573,Low
0.008141130172682197,Low
0.015354334417434789,Low
0.043377566203289544,Low
0.029642547930325332,Low
0.025579957332430226,Low
0.03063902608515851,Low
0.16741627137003195,Low
0.4628828663898244,Medium
0.011608373205818054,Low
0.021398415189150935,Low
0.017219327215138296,Low
0.03674091009804968,Low
0.020925011742454747,Low
0.01884289889168506,Low
0.12329631388315875,Low
0.154826797794264,Low
0.07562952916164607,Low
0.032503006159065574,Low
0.07285667221811819,Low
0.0347973438104067,Low
0.0252367150115281,Low
0.06711606814384116,Low
0.12123254274701861,Low
0.08074213109201171,Low
0.025786255738864918,Low
0.0179093055278005,Low
0.1914177756684183,Low
0.04657668303673678,Low
0.039540333443198024,Low
0.0831263111663135,Low
0.050807146321485364,Low
0.0123329530840951,Low
0.03876503397698105,Low
0.02564832709410534,Low
0.012183747302552518,Low
0.024364438364899526,Low
0.025369088525717558,Low
0.01706406033072453,Low
0.03966356989909987,Low
0.0414660590086625,Low
0.013940298170015724,Low
0.008572775724161518,Low
0.037658644037367794,Low
0.17777150433090333,Low
0.11117478320058125,Low
0.023901494124621867,Low
0.1486401996510288,Low
0.14380714261195746,Low
0.015701485520609886,Low
0.028382539746207164,Low
0.017333945333906527,Low
0.023769942357623877,Low
0.013897334293700042,Low
0.02066643016416534,Low
0.07137066004710686,Low
0.033953923630213156,Low
0.028725596155727735,Low
0.01358785566854638,Low
0.02175285592184071,Low
0.024284118317084543,Low
0.21529182290523174,Low
0.16133408845296127,Low
0.05985153558795273,Low
0.017367031001959705,Low
0.13461133478600765,Low
0.06861191917496967,Low
0.09356159720020345,Low
0.06420543184577317,Low
0.033081146427147566,Low
0.06432501454620683,Low
0.11233129263259735,Low
0.1322106006998591,Low
0.03893407140146917,Low
0.2459063610972404,Low
0.027397475651174737,Low
0.02988869663445201,Low
0.10582091740477292,Low
0.11288691596533713,Low
0.01996274764810921,Low
0.020376070203367656,Low
0.02707573525560019,Low
0.0862701428152274,Low
0.040258544190193535,Low
0.12559052839736196,Low
0.030452909395663533,Low
0.010644611545914253,Low
0.05966366709551766,Low
0.1991133578719062,Low
0.03328950572798999,Low
0.016152831952548147,Low
0.027162407365768294,Low
0.039003355444722734,Low
0.10125990792647839,Low
0.048419394060954274,Low
0.024732166516766848,Low
0.01921943138892234,Low
0.3202761167900408,Medium
0.0682487667378368,Low
0.07662666269043167,Low
0.06662177711409435,Low
0.02831544690130569,Low
0.025791997797228745,Low
0.23752168988940447,Low
0.026163763391242028,Low
0.038183773559478794,Low
0.048346042551977025,Low
0.10102273129346122,Low
0.02318186082837162,Low
0.01110224647598489,Low
0.16741007766365829,Low
0.025288726572698064,Low
0.052618757488253634,Low
0.007906379676809544,Low
0.08172998351117972,Low
0.03717201848090576,Low
0.04462338241195341,Low
0.05658270359778526,Low
0.05164696428681872,Low
0.18871002092464095,Low
0.025447007072190962,Low
0.028945797286320546,Low
0.012137575889500037,Low
0.08745519314313392,Low
0.01366765295994306,Low
0.043692091431418334,Low
0.06987823596169401,Low
0.03736263616082815,Low
0.032642322392367036,Low
0.024759037039135946,Low
0.025631417831859037,Low
0.15147046222677196,Low
0.053962904650928255,Low
0.11726106650613356,Low
0.011001125584624537,Low
0.022180514009630732,Low
0.013902119782994183,Low
0.026877419063330812,Low
0.06522466082375875,Low
0.023072430116209772,Low
0.04369373519696885,Low
0.024794379400123457,Low
0.014782960203874564,Low
0.017003552814666787,Low
0.03501377318516901,Low
0.2096563351180877,Low
0.012266216615023166,Low
0.1956268820578685,Low
0.08427636626436137,Low
0.32597718704653145,Medium
0.16101538179562333,Low
0.012507093947098289,Low
0.038910670525572975,Low
0.04728917029291345,Low
0.03639450534110248,Low
0.016378028274512988,Low
0.03318189426313808,Low
0.010328864062474664,Low
0.011103167543561079,Low
0.16982733341046705,Low
0.025207348150034916,Low
0.09015828476809028,Low
0.01711515491629467,Low
0.20189628323063952,Low
0.01822619784451736,Low
0.08729227871853648,Low
0.016098680838644196,Low
0.18325072244420648,Low
0.16512036383736836,Low
0.013738439147901576,Low
0.07849579537984663,Low
0.019770787758542588,Low
0.022631915992952542,Low
0.00680023277938497,Low
0.029609319724685574,Low
0.011362117572012524,Low
0.06338053283719165,Low
0.03131013733406896,Low
0.018873591465911374,Low
0.01933130725400892,Low
0.023327578192206263,Low
0.03536878810797978,Low
0.38031971993157154,Medium
0.1528875544479359,Low
0.2657772094918386,Low
0.010727190576256797,Low
0.013520248906472044,Low
0.015741937542659856,Low
0.12283266740923217,Low
0.21309713565645394,Low
0.060561515650231636,Low
0.025386739914899065,Low
0.06730727887259545,Low
0.013419193099595167,Low
0.031460028063586366,Low
0.019074889679427325,Low
0.01403188463928646,Low
0.09136431800047866,Low
0.2790199604409168,Low
0.0897267113109923,Low
0.013034283911309178,Low
0.01708856083358604,Low
0.008664111972087734,Low
0.012577123033101866,Low
0.09742668400321063,Low
0.19369904343728075,Low
0.022507455857738144,Low
0.07080961326238976,Low
0.07494075076548436,Low
0.037974958586668515,Low
0.024646597872300266,Low
0.028888061521190174,Low
0.008264925289364412,Low
0.017282637649102133,Low
0.09823194835632386,Low
0.0990889114760243,Low
0.017316048955041345,Low
0.3789423317827462,Medium
0.01308271653934348,Low
0.03154307763408623,Low
0.013451120315771146,Low
0.017617441840723922,Low
0.07050616664061814,Low
0.021052197591256514,Low
0.014474350767467885,Low
0.04326519044704681,Low
0.03759911170612247,Low
0.02855622629315102,Low
0.049438580491831544,Low
0.08934009089103662,Low
0.2382411526793198,Low
0.023669950092139392,Low
0.150403455709389,Low
0.08249211299718526,Low
0.039302771491272134,Low
0.011667495278726884,Low
0.09063619329175046,Low
0.17631159585016365,Low
0.026235376510697694,Low
0.14019595463397164,Low
0.12568602540989,Low
0.01334017529029481,Low
0.014229904811434812,Low
0.012865702196029977,Low
0.012785085778066559,Low
0.029719744669989133,Low
0.011654212410821721,Low
0.034034324811277064,Low
0.01525610823651042,Low
0.02821210426674111,Low
0.07921007443509949,Low
0.02340739612138915,Low
0.01716696289051466,Low
0.04447855194093518,Low
0.012773798671060587,Low
0.14123345620985542,Low
0.025721970570759693,Low
0.0185784785265041,Low
0.029528084810069265,Low
0.1533380668140672,Low
0.04317279667631997,Low
0.011693397497715826,Low
0.018142053441093656,Low
0.02434319116866878,Low
0.015438798356856019,Low
0.018915627296909085,Low
0.3562954714316596,Medium
0.04374799051139775,Low
0.03913668389011699,Low
0.01642660425098055,Low
0.033852603067659484,Low
0.015844441540390167,Low
0.01997115109128634,Low
0.18193433657819497,Low
0.03916093321956273,Low
0.00765665748220888,Low
0.17432765737003403,Low
0.21512988312803835,Low
0.029607614717425353,Low
0.027086275538850055,Low
0.054965474090637456,Low
0.042612611199275396,Low
0.021552667010485083,Low
0.021528176548437455,Low
0.024687759709744347,Low
0.019990773047105295,Low
0.095853883970446,Low
0.049847935427009486,Low
0.02282028860970847,Low
0.009470298180922192,Low
0.1835386682073965,Low
0.03213792589283985,Low
0.05599901098260015,Low
0.02714861216398506,Low
0.031923971682926704,Low
0.021351576210943548,Low
0.05996298377589181,Low
0.014551196911817098,Low
0.027003199384824712,Low
0.06066186897525847,Low
0.017146621518017973,Low
0.03059828879530123,Low
0.01860990223820272,Low
0.1636183449452951,Low
0.0145696411830726,Low
0.02480997013423917,Low
0.2310282030746822,Low
0.03775077425414207,Low
0.011669747281070349,Low
0.01628601828456516,Low
0.03237529264471166,Low
0.016758981146454556,Low
0.09934088461429919,Low
0.04710083320774567,Low
0.039892054531897155,Low
0.03441978992699926,Low
0.2307437393080238,Low
0.0772719888411344,Low
0.010653338194935169,Low
0.022153008111290055,Low
0.03862287614423727,Low
0.09117034112578475,Low
0.04598561511607856,Low
0.4503221022407408,Medium
0.029347676836696836,Low
0.035973587920113265,Low
0.08557382976134544,Low
0.18911553422965,Low
0.018360509005636225,Low
0.027630775192815385,Low
0.03474091757013741,Low
0.021801885402569384,Low
0.024180721456400052,Low
0.01972227072402285,Low
0.03471570578736047,Low
0.014984438754941865,Low
0.014538570535955702,Low
0.07399963849015427,Low
0.04019844808426493,Low
0.029782496333001757,Low
0.013170675490032186,Low
0.017171379020771364,Low
0.014169387801928158,Low
0.14194372512168374,Low
0.02329166210862498,Low
0.01799501959337435,Low
0.02460918999284668,Low
0.016408977079744612,Low
0.14951307475365005,Low
0.02439693812388172,Low
0.023311657382235906,Low
0.039245069080150276,Low
0.06642967616332442,Low
0.20093347912536713,Low
0.10870787921216434,Low
0.05083468046897463,Low
0.2907010740777393,Low
0.013249681951952797,Low
0.12848047297382112,Low
0.014435378794700582,Low
0.0986747951321422,Low
0.36192136555306365,Medium
0.017544082584937264,Low
0.013447220453243595,Low
0.21919054951064837,Low
0.026462599280543408,Low
0.016801402283163392,Low
0.0406203999407437,Low
0.040019875192457886,Low
0.014640570944858464,Low
0.00723000705278816,Low
0.010060093522881924,Low
0.05891820915618031,Low
0.1435939294693749,Low
0.2691090069301206,Low
0.07453947414396574,Low
0.02366306358032103,Low
0.23613294778643465,Low
0.05649679539207733,Low
0.014850325277087312,Low
0.06562271866146442,Low
0.01808668417628702,Low
0.045936658625135074,Low
0.01055704479867875,Low
0.02154826197041596,Low
0.025926242486095895,Low
0.03191557714015961,Low
0.007755391059809249,Low
0.11900762826428399,Low
0.11650339901891735,Low
0.04261530572434181,Low
0.06078876313777822,Low
0.01475901784178091,Low
0.019108704513687663,Low
0.02492381611605692,Low
0.06823167504089304,Low
0.02488074220599203,Low
0.03670136788641241,Low
0.024204027694425506,Low
0.09581974682979368,Low
0.017866354134652294,Low
0.13147281803944677,Low
0.013966089067717694,Low
0.0344368875950775,Low
0.022538740526610417,Low
0.014744112324499004,Low
0.034251709601530636,Low
0.021402548997621864,Low
0.023190536947275294,Low
0.007379327522839508,Low
0.07912043297199878,Low
0.08435034645802912,Low
0.018769870003242477,Low
0.018575985320381228,Low
0.2127680600993592,Low
0.007943018543251478,Low
0.022859620586243724,Low
0.02334964641573181,Low
0.07374783988365559,Low
0.04217316699147064,Low
0.04156381440958682,Low
0.010185726642465927,Low
0.04922249051371391,Low
0.029817439692800977,Low
0.07942815036233415,Low
0.04921298313776961,Low
0.1829685139351377,Low
0.010351028228152044,Low
0.012971647978447246,Low
0.06822807602072661,Low
0.016140182660664866,Low
0.02505616235187786,Low
0.036938374686295926,Low
0.03911727707081029,Low
0.10424000771005319,Low
0.01885473744236222,Low
0.017408936691239028,Low
0.03154724369480895,Low
0.08669363224273387,Low
0.02732696856796212,Low
0.015885337564397972,Low
0.08642130689210638,Low
0.029369715928502776,Low
0.06406659126831019,Low
0.025671547420596855,Low
0.17186692186302374,Low
0.017559445679996778,Low
0.012176655112297468,Low
0.027499860157071922,Low
0.11457279900881323,Low
0.21545732115232852,Low
0.02472986408348452,Low
0.052288315746479484,Low
0.08058100834359055,Low
0.1007901433141328,Low
0.14251006089957574,Low
0.03574599185360368,Low
0.05102575802269241,Low
0.0558350169502382,Low
0.034734181201806096,Low
0.017743201774052357,Low
0.008209176301947464,Low
0.18939515057843515,Low
0.02203663760811809,Low
0.12872375383953763,Low
0.11864904873648431,Low
0.027332253114335795,Low
0.035241928267733404,Low
0.025385717872473575,Low
0.014915561171072513,Low
0.09862302939526228,Low
0.6289949855123608,High
0.016096639603343513,Low
0.02425841213256039,Low
0.013362227207686473,Low
0.20529114304204013,Low
0.033973034740088226,Low
0.23880629255545568,Low
0.13322103449932632,Low
0.1277241785416612,Low
0.02361165677209925,Low
0.03798815576153813,Low
0.030303639287691583,Low
0.026801802305571616,Low
0.08350152291162641,Low
0.04003681192004798,Low
0.027737238431339056,Low
0.011676553253732947,Low
0.021253740241364637,Low
0.01702186678846335,Low
0.04009059221109398,Low
0.03713454873194182,Low
0.16519701626176245,Low
0.02278150186109489,Low
0.025521053005761882,Low
0.23306065861854022,Low
0.022301578766908962,Low
0.02106111982437112,Low
0.20020230001020894,Low
0.01889827822525315,Low
0.013764672512734792,Low
0.18410185736423396,Low
0.02151713848427912,Low
0.017045628606952513,Low
0.021859059482795002,Low
0.03218981950580159,Low
0.17781883638169424,Low
0.01648351349952474,Low
0.05520401445540905,Low
0.012617815532511725,Low
0.1266961981979334,Low
0.06846454699812643,Low
0.028209180165786465,Low
0.02608950597885498,Low
0.04160398383401436,Low
0.013551310324519814,Low
0.10849775480758608,Low
0.16511182923860904,Low
0.014054296527914756,Low
0.013706637709753763,Low
0.03590145881575155,Low
0.17620933922225962,Low
0.0783470827865454,Low
0.012931561746579416,Low
0.014953089449513646,Low
0.018614166425086273,Low
0.01165744023313266,Low
0.014247647264832797,Low
0.010530173713589643,Low
0.037590356585042645,Low
0.01634423595752968,Low
0.024615234296098708,Low
0.20457832300733825,Low
0.04933316428553633,Low
0.21686698724199668,Low
0.01609451614739513,Low
0.018263253146602806,Low
0.011391417198282317,Low
0.0835603906037098,Low
0.031990809482874916,Low
0.02009894097863289,Low
0.010358099954124948,Low
0.03769836160413873,Low
0.015598738636044024,Low
0.22371732789819262,Low
0.01743999491108071,Low
0.0315340883745649,Low
0.40315239043370094,Medium
0.039292926601381686,Low
0.09550684309675511,Low
0.14114309499588076,Low
0.03541415598141594,Low
0.020312018437563206,Low
0.0159324552629693,Low
0.07147564992287635,Low
0.07967032365728276,Low
0.014708126936890336,Low
0.034939848710442915,Low
0.07879299188264689,Low
0.01741253219632096,Low
0.31464681915897613,Medium
0.036215870141558394,Low
0.03876606610176935,Low
0.019547238039917172,Low
0.013693708173928542,Low
0.015683127471620525,Low
0.009852560197987551,Low
0.19255419902567875,Low
0.01886024637192474,Low
0.0251256228909634,Low
0.03459355914581106,Low
0.03817986718477001,Low
0.15417919582439302,Low
0.014637613666105392,Low
0.04686943264887147,Low
0.013471754385799704,Low
0.022510937210059145,Low
0.1620322989172393,Low
0.009834920920429391,Low
0.17386676660063854,Low
0.013154576767213533,Low
0.015690366310357463,Low
0.010513305771614438,Low
0.056122362569249955,Low
0.017480506440816532,Low
0.03557732534479328,Low
0.029009089541718037,Low
0.014455476212833983,Low
0.028154524060996226,Low
0.16182651714037666,Low
0.01399558487510204,Low
0.014885919288177773,Low
0.09640785643245957,Low
0.029608710978833972,Low
0.0709170263402233,Low
0.03463934368035036,Low
0.040601491563499945,Low
0.031767196236575174,Low
0.10803431412749533,Low
0.011262014734370551,Low
0.008758960775177859,Low
0.05357972786125266,Low
0.13020692849305468,Low
0.3277665726513798,Medium
0.032241738847450185,Low
0.016986978983417698,Low
0.020261557001050378,Low
0.022038617319443662,Low
0.013119767406674955,Low
0.055206793499949024,Low
0.11307008867717291,Low
0.017873091114271728,Low
0.05222964750875554,Low
0.0202876296602727,Low
0.07138954555679607,Low
0.09899335740913257,Low
0.05227305753462164,Low
0.01404630647971903,Low
0.09419057958126228,Low
0.019691119731341643,Low
0.021699719403480547,Low
0.014861564568529984,Low
0.01480954532373138,Low
0.03902822062053614,Low
0.2874550221869417,Low
0.23381103923208413,Low
0.06738158703549608,Low
0.19729164576862146,Low
0.011516223512584692,Low
0.033728810878252385,Low
0.1681001213273986,Low
0.1777684722228344,Low
0.022396671238115097,Low
0.1142304121973146,Low
0.0464593144923107,Low
0.016260900342208017,Low
0.014573058037846092,Low
0.124548656345635,Low
0.013228416244253664,Low
0.03282988238031508,Low
0.07301896098642315,Low
0.021832288583082945,Low
0.026655651773790413,Low
0.13790226883593068,Low
0.13726541836653386,Low
0.009751005706556898,Low
0.012942565179759957,Low
0.010826471325981848,Low
0.013603550741068872,Low
0.0215450940184036,Low
0.08160152622315325,Low
0.03685442208550236,Low
0.010229178065524652,Low
0.015849351403115677,Low
0.046516631233181754,Low
0.3029397936382953,Medium
0.01438463448162531,Low
0.017250482019327128,Low
0.01907737431993585,Low
0.22449385084694615,Low
0.03422046358384094,Low
0.009641924593858112,Low
0.025274856297963583,Low
0.022430020736771635,Low
0.011444301996675779,Low
0.014378419032464158,Low
0.00619622229385358,Low
0.008805522877740194,Low
0.07449018605649664,Low
0.02227381278093841,Low
0.11000108927138963,Low
0.028114345657353008,Low
0.011646990282787673,Low
0.13945149989832212,Low
0.01496105511362831,Low
0.022264630054950503,Low
0.04685435476992778,Low
0.17222218748078646,Low
0.016990465430427953,Low
0.00763128421180863,Low
0.01597363407819088,Low
0.01218033742344468,Low
0.05477206518408497,Low
0.18883235326474973,Low
0.08833026105658685,Low
0.013103938668657207,Low
0.025056317514250373,Low
0.016739691575751347,Low
0.12899679438462935,Low
0.03049611597853882,Low
0.0365958513799431,Low
0.012979261311548541,Low
0.023139258503093306,Low
0.029705558312153702,Low
0.034365641343152294,Low
0.22210160249099145,Low
0.20314099171376093,Low
0.01634445827699606,Low
0.035592561467817384,Low
0.20928842473979986,Low
0.023785335192225626,Low
0.02360597382472105,Low
0.015640662507520886,Low
0.027398538744166537,Low
0.028602380430696246,Low
0.03322508655590278,Low
0.02726589107390367,Low
0.015570592079062787,Low
0.03677055802385398,Low
0.02959159748574018,Low
0.019559551478439217,Low
0.029074379590885737,Low
0.2596989986083186,Low
0.03310451753788353,Low
0.012042637698304636,Low
0.008501986059696782,Low
0.18738518430635162,Low
0.014196545524227637,Low
0.018321801868766075,Low
0.1026248855003359,Low
0.03593245571267837,Low
